poeta,mes,año,categoria,llengua,texto,poetafullname
AA,Octubre,2017,finalista,castellano, los primeros homínidos tenían al sol a la nube al rayo contratos y los grupos desembocando la suerte para espantar en la caza al fallo primeras muestras de arte de cadenas en forma de dioses devota descrita van la llamada de revolución agrícola primeras crías lo por celos y no por amarte de chamanes gestionando una tierra la cara es monolingüe antes era políglota dominamos la llaman digamos las cremas en muros y perfeccionamos la lanza pero también enviamos los dioses perpetuamos la propiedad privada patriarcal pues el agregado el primer prójimo varón la parte de antes no pertenecía a ningún pueblo y ahora se postra a los procesos penales y leyes romanas los primeros imperios temía el inframundo protagónico la reencarnación eternos a usar o al pecado infierno gobernado por un ente diabólico circular esos artículos antes cost aportando un circuito artístico que iluminan a una belleza te ahí nacen de un cristianismo grotesco de miedo como dicta la ley del péndulo nacieron las luces pero se malinterpretó el peor aéreo católico dante moral expidió las ciencias en tuvo el peor de los vídeos la guerra por defender sus verdad el caldero y tornero bruno murieron ardiendo en la hoguera los actuales de mil nidos temer al amor a la inferioridad militar y al trabajo cursan experiencia humorístico se rompen tres para no tentar a la suerte y evitaban la cola del paro primeras muestras del fin del arte de cadenas en forma de redes sociales de bajo coste dicta la llamada devolución capitalista primeras crías para mantener la oferta de trabajadores sino por amarte de partidos gestionando una piedra que se define con valores presenta el mejor contratista eliminábamos tráfico romántico inventamos la bomba atómica y más que beneficia veces buscamos sentirnos realizados pero utilizamos tratando en otros externos ante el trastorno de nada del consumo totalitarista donde se atreven a esta actitud de huixtán tirotean donde la tecnología incrementa la estratificación y tu tenacidad semental estipendio que te están tragando donde nada costo detonar y exterminar yo estimaría gasta aquí los actuales imperios temen las volatilidades extractivos de los 20 mil entonces rentas del capital a la intervención del estado muerto en sus negocios ilícitos se cuadraron los cuadros cubistas los cuadrados de picasso que cargaron un guernica que iluminan una bella izquierdista y nace de un pattismo macabro pero esta mentalidad en peligro está fallando el eterno y devenir en la balanza histórica sólo se van para no volver el guernica en el prado para esta monarquía los obreros siguen defendiendo a los mercados presos oligarquía seguimos sin saber dónde están tela dolor entre el presente y el pasado sólo veo nuevas técnicas y distintos tiempos verbales porque ya no habrá que era work ah pero hasta no quieres mandar a las eléctricas por defender verdades electrónicas las metas del hombre no han cambiado seguimos siendo burdos animales los mitos del hombre no han cambiado seguimos postrados a la religión aunque sean religiones económicas ,arjan alvarez
SS,Octubre,2017,ganador,castellano, recuerda cuando las palas que no conocían su muerte cuando lastiman y no conocías suerte recuerda cuando eras pequeño no te sabías pequeño cuando la externa y no conocías tiempo recuerda cuando eras dolor y el dolor era dolor y no armadura porque no conocía reinos recuerda cuando no conocías etiqueta recuerda cuando corrían a campo abierto y no conocías meta recuerda cuando corrían hombres al viento sin saber que cualquiera podría romperte y sin saber que con esos pedazos construiría el mapa para quien quisiera amarte siempre se perdía se recuerda cuando eras poderoso cuando veías dragones y las capaces someterlos con un solo dedo recuerda cuando sabías que burbuja era universo recuerda cuando eras de sabiduría innata elevada la más absoluta potencia recuerda cuando eras son y no pensaba sólo cuando las esperanzas y no pensaba esperanza cuando eras amor y no pensabas distante cuando las amor y no pensaba rechazo cuando esta acción yo pensaba es cansancio cuando en pateras valiente no vi no entendías meta recuerda cuando eras amor y no pensaba rechazo cuando la estaca acción no pensabas cansancio recuerda cuando la char que no pensabas mancha recuerda recuerda recuerda recuerda cuando las risas que pensabas si pensabas y no pensabas recuerdas bien pues de ahora camina y camina te poderoso o la fuerza de aquel que sólo puede ser tu carga a los demás con tus poderes con los de no dejarte derribar por cada golpe con los de no dejar de tropezar por cada excusa siéntete poderoso bieber en la frecuencia de esos dioses que no necesitan sentirse omnipotentes para desprender por cada poro del secreto de entender se mira a tu alrededor con seguridad pero sin suficiencia con intensidad pero sin desafíos avanza ocupando totalmente y sin remilgos tal cosa pero no pista es la del que tengas tu justo enfrente estira tus raíces hasta que sean caminos hazte pasaportes que no necesiten permisos mueve el universo la palma de una mano en la que con simples movimientos pendulares pueda ser o la balanza con una constancia siéntete poderoso sexual y no pins el sol se esperanza y no pienses esperanza se valían incrementar sorprendes al terror pidiendo de estancia distancia pero tú avanza avanza se mancha prendiendo charco de acción tras la acción tras acción llama morgan a equilibrio a mayor obama todo poder jajaja la distancia con todas tus galaxias hasta que llegue alguien tan sutil es lo intangible que te toque como el dedo y tenés muerte y no entiendas cómo pudiste caer desde tan alto en manos de alguien que no aspiró jamás a las alturas y sangre de entonces hacia adentro tan sutil como orgulloso porque acabas de entender que vulnerable y poderoso desde el inicio del camino recuerda lo dejaron sinónimos  el mundo ,Salva Soler
MM,septiembre,2017,finalista,castellano,,Makis Moulos
ES,septiembre,2017,finalista,catalan,"Avui les fades i les bruixes s'estimen. Han sortit dels contes que les enfrontaven amb ganes de sol i de ball. Desfilant, Rambles avall canten melodies boges, diuen coses boniques als homes, i s'emporten a qui troben de camí cap al port. A mida que avancen es treuen les cotilles, els talons, les faldilles,  els cinturons que apreten les cadenes que lliguen. Rebutgen ser nines buides de mides impossibles pendents del pentinat i el pes. Volen córrer i passejar respirar a ple pulmó emborratxar-se de sol, esgarrapar un tros de cel. Travessen els miralls i surten a la vida llençant-se a un mar d'onades per nedar en aigües braves amb la fúria del seu cos. Pujades als lleons de l'estàtua de Colon rugeixen als mafiosos que les venen a humiliar. La festa no s'atura estan unides, se senten fortes, ni la por ni els prejudicis les podran fer recular. Fades i bruixes, putes i poetes, travestis, transexuals, mares i tietes, àvies i netes, s'han anat unint al grup. Amb les mans ben agafades fan cadena d'abraçades embolcallant aquest món tan mesquí a voltes i tan fred. Les fades i les bruixes aspiren a trencar-se entre carícies salvatges. Volen despentinar-se amb amants que les llepin amb foc. Busquen l'amor els bull la sang adoren els homes nobles que electritzen els seus ossos. Fugen ràpid d'impostors s'encaren als dictadors i rebatent les injustícies amb mots. Les fades i les bruixes han deixat de competir enlloc de comparar-se es curen les ferides i s'expliquen acudits. Han intercanviat entre elles escombres, llibretes bolsos, bolígrafs, varetes amb què apunten a la humanitat per pintar-la amb colors càlids,  perfilant-la una mica més suau Analitzen els problemes i no temen parlar clar. Celebren el pas dels anys conquerint soledats fèrtils. Veient créixer els seus fills honoren els seus morts. Les fades, les bruixes i tot el seu seguici es reuneixen en aquelarres a les places llauna de cervesa en mà. Brinden per un futur lliure no deixen que res les fustigui i es concedeixen el temps per desconnectar. Les fades i les bruixes estan per tot arreu: Plaça de Sants, el Raval, Cervera, Cap de Creus... La comparsa no s'atura, l'energia és imparable. M'han cridat perquè m'hi uneixi i jo responc amb entusiasme afegint-me al gran teixit dedicant-los aquests versos dins la nit.",Eli Sanz
AS ,septiembre,2017,finalista,castellano, desde el ojo de mi camarote servir la noche y veo las constelaciones guardando para mí un lugar en su lecho yo busco plantarme ante áreas y sagitario y clamar mi voluntad de venganza por hacer de mi hombre con pene y espada un supuesto líder de manada un salvador de doncellas que no quieren ser salvadas malditos aquellos que engendraron mi cuerpo y me hicieron esclavo pues soy descendiente del macho carnero y el sátiro certero violando a la musa de la lírica y la poesía pero juro que encontrará mi ira cuando les haga arder bajo las llamas de festó quisiera que fuerais mis compañeras en tal eterno una tarea cuando tenga por meta la conquista del cielo etéreo lugar de descanso de dioses y astros por hacerle rendir cuentas de cómo han podido de reírse tantísimo de nosotros así que voy a empezar por liberar mis cadenas buscar entre el bosque de metal de mento electricidad y brea para dar con la mirada plena buscando la libertad de la ciudad sarcófago que nos hunde con su confort o a encontrar el lugar oculto donde hacemos uso de la libertad amputada caemos en la tentación vetada de devorar la manzana donde exploramos hedonismo los primitivos y buscamos el deseo de supervivencia derramado por la columna vertebral hasta estallar en gritos soy libre como musa sin miedo quiero verte gritar de placer al saber que tu cuerpo no es un tabú violento sino un espiritual vuelo envuelto de belleza que debes ver tú más que nadie no verte como una hembra atada por el miedo del hombre que espera que hagas y deshagas a su voluntad de juzga como el signo de la maldad del pecado que no pudo evitar cometer seguiré por deleitarse con versos candentes para dejar latentes en tu cuerpo palabras que vuelvan cuando tu mente su pobre través de tu vientre hasta tu no nata cicatriz delectare tu estómago con artes dignas de los peores aquelarres aquellos malditos por beatos ingratos al placer quemar la rutina convertirla en un cuento y hacer que descienda por nuestro cuello hasta que arda en nuestro interior será es el momento en que armado con la poesía nos arrancaremos el corazón para tratarlo con tanto amor es una tir ir al compás de la rima porque nuestras armas las palabras que arruinarán su voluntad de lucha cuando se hundan en su ignorancia supina con la desdicha de saber que no merecen tener lo que por un sagrado credo se les había entregado y que a partir de hoy el querer será queriendo no quedarán dioses en la tierra que nos hagan fracasar en nuestro único objetivo que al conquistar el cielo etéreo la tierra y el infierno se hace falta no echaremos nunca más en falta la libertad para amar gracias por qué seguimos con buscador  ah ,Albert Svn
CS,septiembre,2017,ganador,castellano,,crisal rodriguez
CS,Julio,2017,finalista,castellano, cuando fue dime cuándo fue que elegimos vivir infectados de silencios incómodos dime cuándo es que la voz del estruendo llega bocas callao positivos todos prendemos la tele y grita volta yo me dejo y te miro desde el corner con mis juegos bien abiertos pidiendo causar un fuera de sueño en tus costumbres si no hacen falta zancadillas si el milagro de la vida viene y se va viene y se va alejándose cada hora del centro y fuera por que emocionante es ver mi vida pasar desde las gradas dime cuándo fue que elegimos ver infectados de silencios ruidosos colectivos que por no decir no dicen nada que ocupan tanto como pesan que pesan tanto como piensan y cuanta más presión aguanta un cuerpo más aumenta su temperatura y yo el viento de calor en este cementerio delatan guardias que aplasta el césped con cemento de neurona cada una de ellas unidas diez mil veces a diez mil oportunidades se reduce y dispara a un bueno pues ya ha pasado otro día dime cuándo fue que elegimos comprar silencios de vestidos peinados claustrofóbicos y collares tan bonitos con 30 años me duelen los pies son tan altos los tacones que me sostienen el alma a veces siento mis temores aquí clavados esa espina barata esa villa barata de un sujetador mal comprado que encima no elegir dime qué hago con el ruido si hay tanto que no queda espacio ni tiempo yo solo sea y ahora te digo que llevo en mi un estadio en el que no caben tedio ni el derecho al olvido porque me equivoco si estoy aprendiendo a perdonar y que mis pasos son pilares que me ruinas son tesoros y que el instante en que te miro es es un encuentro irrepetible que no pienso perderme que todas esas promesas que te rompieron en el camino no son ya tan importantes y ya juntas equipo juntos ganamos el partido gracias lo que buscamos parados ,crisal rodriguez
OS,Julio,2017,finalista,catalan,,Ona Salvat
CAS,Julio,2017,finalista,castellano,,carles sanchis
AA,Julio,2017,finalista,castellano, para poder para hoy día para quemar moria te condena date cuenta que tu estructura ósea no usa por la ducha perspectivas de que vivir tampoco prospera la figura de los que te rodean lacrimógenos  cada vez que haya tres cosas míos mil escritos polio como se desordenan lo antiguo es mi pastor la persona a la que le gusta pero desventura la deriva de christopher as pollo lloro cuando los rayos en mi artículo muestran por rayas de vídeo pollo la imagen de cómo están retorciéndose tus labios y mandíbula hoy era tanto llorar porque ahora voy a por el gallo y cada partícula cuántas y que tú ponte una pantalla ahora gusto yo deba ser que tu cobardía hace más castigo pertinente morirá teatro te como utilizar este transporte contra mis tiro al niño la cabecita tiritas que de miles y te tropiezas con todo taciturno torpes tus temores de trastornado trataría cortando los turnos a tirones con tus temores en mi totalitarismo y tintes de tartar esteticismo te volcando tragedia mientras tanto tú te es patética temblando a la última vez para mi auténtica trata de despertar este triunvirato troceado entre tú yo y lo que estoy pintando miren a el corro con raya tu respuesta por una revista y me irrita retrocede en turista ridículo reptando a rebobinar tu ruta repente en tu rueda te reto a que el viento raudo mal no repercuta maya se romperán las riendas del velo y no tendrás relevo roto mi rencor a raíz de mis respetos si me voy la metástasis está maximizará hasta que se muera que se va el martillo lo será un martillo cual lanzas de atenea así que por ella hasta que la saque o hasta que me meta hasta que la saque o hasta que me meta yo por ella voy a mantener esta paráfrasis este mantra cual catarsis de un apuro no te destruya y con la curva de tu boca como aulló ahuyentar a al disturbio que a tu bienestar excluya de un apuro no te destruya y con la curva de tu boca como a huyó orientará al disturbio cartel bienestar excluya ,arjan alvarez
CS,julio,2017,ganador,castellano, cuando fue dime cuándo fue que elegimos vivir infectados de silencios incómodos dime cuándo es que la voz del estruendo llega bocas callao positivos todos prendemos la tele y grita volta yo me dejo y te miro desde el corner con mis juegos bien abiertos pidiendo causar un fuera de sueño en tus costumbres si no hacen falta zancadillas si el milagro de la vida viene y se va viene y se va alejándose cada hora del centro y fuera por que emocionante es ver mi vida pasar desde las gradas dime cuándo fue que elegimos ver infectados de silencios ruidosos colectivos que por no decir no dicen nada que ocupan tanto como pesan que pesan tanto como piensan y cuanta más presión aguanta un cuerpo más aumenta su temperatura y yo el viento de calor en este cementerio delatan guardias que aplasta el césped con cemento de neurona cada una de ellas unidas diez mil veces a diez mil oportunidades se reduce y dispara a un bueno pues ya ha pasado otro día dime cuándo fue que elegimos comprar silencios de vestidos peinados claustrofóbicos y collares tan bonitos con 30 años me duelen los pies son tan altos los tacones que me sostienen el alma a veces siento mis temores aquí clavados esa espina barata esa villa barata de un sujetador mal comprado que encima no elegir dime qué hago con el ruido si hay tanto que no queda espacio ni tiempo yo solo sea y ahora te digo que llevo en mi un estadio en el que no caben tedio ni el derecho al olvido porque me equivoco si estoy aprendiendo a perdonar y que mis pasos son pilares que me ruinas son tesoros y que el instante en que te miro es es un encuentro irrepetible que no pienso perderme que todas esas promesas que te rompieron en el camino no son ya tan importantes y ya juntas equipo juntos ganamos el partido gracias lo que buscamos parados ,crisal rodriguez
CAS,junio,2017,finalista,castellano,,carles sanchis
MN,junio,2017,finalista,castellano,,Mary Nikzard
DGB,junio,2017,ganador,castellano,,David García Borrás
PO,abril,2017,finalista,castellano,,pablowski
OS,abril,2017,finalista,castellano, la ventana egoísta no escucha sus lamentos modelos en el percutido murmullo de las yemas de tus dedos de la rígida y hermética carencia de tus párpados en el rojo cautelosa de unos labios congelados el escuchar y de oye me termina y se apenó y como en tantos otros antes que en ella tu dolor rebotó y vuelve a entrar por tus ojos a un organismo que se lo trajo y se lo quedó pero si la ventana hablase y aunque no lo hace si escuchas en él con fuerte tal vez aún así te lo diga te diría que aprenderás a respirar sin tener que romper todas las ventanas y después tener que sacar del cobertizo todas las escobas con el cuchillo en el primer cajón de la mesilla de noche en vez de entrar los dedos a dejar de ver la silueta de tu madre en todos los espejos a limpiar la sangre que me manchar a tus sábanas con una mezcla casera de tu abuela que es muy buena muy buena y olvidar que las disculpas y los gritos son tu lengua materna y es a donde traerá silencio y aunque lo hicieron aprenderás que preferirá el silencio al sonido de niñas hechas pedacitos no en estabilidad es supervivencia que querés te a veces es arranca el consciente es la mano que siempre has llevado ha sido al cuello muerte hasta que yo no duela sangra hasta que ya mayores y llorar hasta cruzar la meta pero si no te entrevisté a mirar siete millas cargas fue corneado que no estuviera por mí de verdad estar indefensa por costumbre o por tu lengua materna por ganas preferente diosa porque hace creer te gusta o por ganas de creer ya te has quedado quieta mirando por la ventana y no te dirá a ella porque sé que sólo tenías armas de madera cuando te condenaran a la hoguera porque vi tus largas de papel y la gasolina en tu saliva cuando saltó la primera chispa porque quien quería apagar la llamarada cuando un largo no tiene los pasos abiertos los ojos amables las palabras dulces probar en tus entrañas porque quien querría matar a la bestia cuando es la única que te abraza finalmente ha entendido la ventana que ha oído ella que también es de vidrio te promete un futuro que no sólo va a abrir añicos y si la miras no verás a tomar nada similar sería la ventana y no a través de nada entre las hojas de los árboles de esta calle tan despiadada verás quién es la que te habla y verás que tienes razón  ah 2  ah ,Ona Salvat
IN,abril,2017,finalista,castellano,,Iñaki Nazabal
AA,abril,2017,ganador,castellano, bandas bonitas ni a varitas somos átomos por el empírico semana no descubierta por el físico páginas y páginas de diálogo 2000 ciencias de la crisis cuántas del espíritu por fuera aparente un falso es la no puede ser perfecto en alguna pues no la necesito por dentro una lo turbio de frustración por los entiende sea un ser con scm descrito bonita acercó el noveno yugo verdugo del hito para descansar el riego de eterna celeridad marinada ególatra bien auténtico el choco al reinado propio de un chico patético que sin ser con capacidad de razonamiento el sistema antropocéntrico donde la pierna la llamada ballena es el centro del universo volvemos a la tierra de entidad intensa por miedo a hacer menos oa querer ser más con comparaciones aritméticas que tensan a cualquier animal recuerden por poética que animales todo animal que no desea en el mal y la realidad son maneras la respuesta de sus dogmas mágicas fórmulas más con sólo tengo si prefieren mentiras mediáticas y las rentables que nos llegan llegan prófugas se hacen colas por kilos de cosmética y luego que una comida así poética y luego vino por encima como si fuera mejor mi ética pues se olvidó de forma sistemática respete póster o min ente ese elemento respete post el ubi sunt respire una y otra vez con este fragmento de cristian y te asusta la verdad sin un filtro pues somos de cartón el mundo esta línea que coronada con coraje protege al corazón de lo que digo vanidad de vanidades todo es vanidad tiene función de mirar y mirad es vanidad vanidad de vanidades todo es vanidad se refugia en el arte y el arte sanidad será que hasta el espíritu también es vanidad vanidad de vanidades todo es vanidad y yo a disfrutar sólo digo vanidad ah pero ,arjan alvarez
AA,mayo,2017,finalista,castellano,,arjan alvarez
IN,mayo,2017,finalista,castellano, siempre supiste escuchar como pasa el tiempo y de pronto de la mañana y recordé que apenas puede ver la galaxia más al abrigo de un chupito trataba su historia como todo algún tipo de cartera capaz y sin dejar de hablar de amor negocios u jugar contrató un seguro de vida en el calado colonial como quiso llegar a creer de la historia en haití sabiendo que no hay gente de los que no se han portado y para más queremos morir combatidos utensilio magníficos lugares -1 ocultar y en el amor y la guerra todo vale pero no se perdona la tradición que no conoces de verdad a tu amante hasta que no le haces nada una tarde mi hermano en documentación a las técnico en el juzgado a las seis ya tenía una cita música de agua para nuestra sola nunca donde abundan tanto los gorditos sus caras donde no hay sección de armas en otras entidades de lotina y el teatro cuyás y tropieza tropezó haciéndose daño  para acceder el punto de dolor que podría soportar comienzo con los calmantes pero pronto paso a algo más fuerte no tiene efectos secundarios me dijo en un vídeo de voz pero hay droga más dura que el amor las hadas de que te hablan y más ha marcado la mirada que para ese señor me pasé la tarde dibujando cariñosos comentarios palabras tu luz es de esas que a todos nos gustan conseguir arrancarle pasó con mi cara de idiota ya no siendo es todo lo que pueden hacer por ti y es que ya conozco más por día que por diablo a qué inventar promesas que no quieres cumplir en el amor y la verdad todo vale permanecer como una tradición que no conoces de verdad a tu amante hasta que no le hace extraño ella no lo conocemos décadas de ilusión ,Iñaki Nazabal
JM,mayo,2017,finalista,castellano, vivir vivir no es solo desplazarse uno por el espacio no es el tropezar cansado de las piedras no es acumular equipaje sinwar los oscuros y de alcanzar la vida como una procesión desde el balcón de una casa vieja y ver acá en el polvo sobre nuestros mismos músculos y quedarnos como apasionados en el cuerpo no vivir es habitar nos vivir es rasgarnos las piernas el romero aún caminar hacer hervir la luz palpar la calidad de cada momento como mi abuelo es un acarició el chaleco y la libertad es su busca sin perderse por el bosque o casi abrazarse en el desierto un café que me anime al miedo es un carácter en el que siempre ganas es un regalárselo todo viendo como un cormorán secas y usadas sin prisa sin arrepentimiento vivir es aprender a compartir la sombra y el silencio y aprender a sonreír en los entierros vivir es que un sábado de arrebate un padre y atraiga cantantes de infiernos y maldecir los que les quiere regalarle el largo cuello a la ausencia y darse cabezazos contra ti mismo hasta quedar reducido a la más absoluta nada hasta que ya sólo te quede sonreír y entender decir que hagas lo que hagas tu padre siempre estará ahí vivir es entender los juegos desde dentro romper en las columnas al tiempo buscar cosas fáciles ya texto eran imposibles saltar y saltar y saltar en tu calle hasta abrir verde de un cemento talar los trombos que harán falta para sentirnos plenos buscar palabras que si no dan ser nos sirven apartar el telón golpear con los nudillos en lo monumental vivir es una marcha febril es un salvaje besarse por todas las tormentas es aprender amarnos con caricias y con infiernos estable de comer alambre como una luna al valle vivir es decir lo impronunciable arrollarlos muchas veces y que nuestro comentó más calmado o sea como el romper aquella orden que pintó concursales vivir es dedicarnos como artesanos a sentir porque solo nos salvará sentir vivir es estar en el mundo pronunciar todas y cada una de las filas de este sinsentido y cuando era mueble llame nuestra puerta decirle hemos vivido  por qué ,Jaume Muñoz
DGB,mayo,2017,ganador,castellano, hola  me dirijo a ti ese es el siguiente por no creer en las mentiras que me contaron de pequeños que dicen que existe la ley superior que susurran los sustentos en las mujeres los testículos de las hombres y la obligación de ir sembrando la tierra con nuestras tierras quiero decirte que no creas en los hombres adiestrados en corrales de la muerte y en locales alternan distas no queridas en las dos caras de una misma moneda y si es capaz crear tu propia moneda y disponte a pagar el precio soledad e incomprensión no creas en los iluminados que vendrán con conservas para tarjeta por la vida en los bosques ajustados por los hombres esa naturaleza creada a imagen y semejanza de quienes fuimos nuestros mismos no creas el amor de pareja que te vendrán s debe poner ese que aquí lo correcto es que fuéramos unido con alguien a quien dice estar aquí algunos años una noche no te despidas de estos sueños y te preguntes quién es ese que ronca mirando quién es esa que se parece tanto ni madre amada tantas personas quieras al mismo tiempo y no creas en quienes dicen que eso no se puede amar a una persona pero en cambio se puede odiar al resto tiene suerte de nacer aunque algunas noches me sienta como un asesino y el egoísmo sino con responsabilidad la responsabilidad de no asesinar más almas inocentes sé que podría decirte mucho más pero no creas que no me duele hasta el tuétano que por las noches señales para mis entrañas que hagan acero y luego la proteja y me sienta culpable porque sé a qué tipo del mundo una granja si alguna vez nadie es en otro lugar y tus ojos y los niños se cruzan espero que sepas perdonarme por no querer seguir engordando está mentira y me regales una sonrisa muchas gracias  por qué ,David García Borrás
AA,Diciembre,2016,finalista,castellano,,arjan alvarez
CS,Diciembre,2016,finalista,castellano, me he roto tantas veces que mis trozos tan pequeños soy yo solo final fragmentos contra sí mismos de tantas maneras que sus astillas son ya el solo fin arena por eso pasa lo quiera o no lo quiera que la verdad me arrastra de mito entre los bienes más oscuros y molestos y tú tienes más de venegas estas dudas y quejas y yo sufro y entiendo que tus vacíos son mi multa y con ella toca nada basta de estupidez hasta adelantar ahora y con egoísmo una pasada de lo mismo me dijo tomar más y esta dieta esta realidad hoy por fin yo soy la gravedad aunque lobo y en la misma y niebla y hoy he sido y soy del filial han alquilado de explotar ganadas de tierra y pido quien un hombre de verdad algo más sin rabia colgado entre dos piedras un auto de cal de capaz de abrazarme tanto como a sí mismo alpinista de imposibles hasta derecho a con realidad insistir a intentarlo con el siguiente pico un poco más bajito una ope tan valiente que se atreve a templada que se deshace entre mis brazos se me deja acompañarlo y besar poner sus sueños de un mundo amable humano un hombre necesario invencible cada vez que permiten romperse en trozos pequeños y sabios una varita muy fuerte en lugar de alistar cuellos tiene de manos un hombre feliz de ser sólo un hombre un hombre derrumba nudos con carillas permitiendo observando uno que sabe que la mejor manera de limpiar la casa estudiando estoy alejando marca de los príncipes los miedos los reyes los premios no quiero nauseas en el intendente rosa para ver en y suficiente tristeza me corra luego salvando quiero un hombre de verdad un hombre de tarea capaz de abrazar rectamente como a sí mismo nunca ni un poquito más las cáscaras de huevo también dispuestas para caer en la cumbre  quiero un hombre de verdad un hombre de garré capaz de abrazarme tanto como a sí mismo y si es existir os he visto escondidos pantalones de alergia y un hombre de verdad que si lo vuelven a subir humanidades que por lo visto bandas y casos  la verdad ,crisal rodriguez
SS,Diciembre,2016,finalista,castellano,,Salva Soler
DO,Diciembre,2016,ganador,castellano,,dani orviz
PO,Octubre,2016,finalista,castellano,,pablowski
CS,Octubre,2016,finalista,castellano,,crisal rodriguez
CAS,Octubre,2016,finalista,castellano,,carles sanchis
DO,Octubre,2016,ganador,castellano,bajo el muro de facebook además fue el nido de facebook y un gato muy mono tocando un teclado con un holograma de rajoy al lado luchemos por hacer un mundo mejor firmando cien veces en seis puntos las ochos razones para no respirar cuando veas la cuarta vas a alucinar el estar jugando y en nuestros despidos jodas otra vez se han vuelto miliki y acaban de darle 50 consejos para hacer un dios en el tema del sexo la física cuántica firma muy fuerte que la vida es sueño' y no existe la muerte la foto que prueba en un solo vistazo que el 26.1 pucherazo ya tiene el equipo una demostración de la concentración de facebook cuando vi la foto pensé en las torres gemelas bailan heart lane shake activas resumen de abril hasta abril de ccoo actividad de este año 2000 los 14 medios que van a apretar los interiores del sexto y el cisma en el cuarto ricas ley nos dice dando muchas puertas que vienen bailando los años 80 y antonio tejero con partidos tensas de todo el mundo al suelo o la que hace blanco acepta el reto del hielo en el tiesto adolfo hitler le gusta esto no viene ni a once de cada diez accidentes logra ni una guerra en el siglo 20 no habrá ni una guerra en el siglo 20 ni una guerra en el siglo 20 napoleón pista con rusia paz y para celebrarlo se manifestaba la aztecas incas y mayas temblar el demonio blanco y de amistad con amor a la hora wikipedia y añade cultura en esta edad media en los comentarios tragedias de mascar diosas griegas a romanos le meten un zasca iban a diez euros para apostar en juegos como hacer la rueda o inventar el fuego mira las reacciones de estrés y los saurios cuando un meteorito de ska en el barrio porque salió el pez para fuera del mar cuando lo descubras pasa alucinar se unieron a facebook estas cosas nuevas el nombre de uno de saddam y otra eva aparece un planeta llamamos a la tierra lo que llamamos directos a meternos en guerras y luego hay un montón de tiempo muerto donde sólo actualiza un tal universo y una foto de una explosión pesada y si sigues trabajo el facebook se acaba ,dani orviz
OS,Octubre,2016,finalista,castellano,,Ona Salvat
IN,Octubre,2016,finalista,castellano,,Iñaki Nazabal
SJ,Octubre,2016,finalista,castellano,,Sandy Jaque
DO,Octubre,2016,ganador,castellano, y bajo el muro de facebook además fue el nido de facebook y un gato muy mono tocando un teclado con un holograma de rajoy al lado luchemos por hacer un mundo mejor firmando cien veces en seis puntos las ochos razones para no respirar cuando veas la cuarta vas a alucinar el estar jugando y en nuestros despidos jodas otra vez se han vuelto miliki y acaban de darle 50 consejos para hacer un dios en el tema del sexo la física cuántica firma muy fuerte que la vida es sueño' y no existe la muerte la foto que prueba en un solo vistazo que el 26.1 pucherazo ya tiene el equipo una demostración de la concentración de facebook cuando vi la foto pensé en las torres gemelas bailan heart lane shake activas resumen de abril hasta abril de ccoo actividad de este año 2000 los 14 medios que van a apretar los interiores del sexto y el cisma en el cuarto ricas ley nos dice dando muchas puertas que vienen bailando los años 80 y antonio tejero con partidos tensas de todo el mundo al suelo o la que hace blanco acepta el reto del hielo en el tiesto adolfo hitler le gusta esto no viene ni a once de cada diez accidentes logra ni una guerra en el siglo 20 no habrá ni una guerra en el siglo 20 ni una guerra en el siglo 20 napoleón pista con rusia paz y para celebrarlo se manifestaba la aztecas incas y mayas temblar el demonio blanco y de amistad con amor a la hora wikipedia y añade cultura en esta edad media en los comentarios tragedias de mascar diosas griegas a romanos le meten un zasca iban a diez euros para apostar en juegos como hacer la rueda o inventar el fuego mira las reacciones de estrés y los saurios cuando un meteorito de ska en el barrio porque salió el pez para fuera del mar cuando lo descubras pasa alucinar se unieron a facebook estas cosas nuevas el nombre de uno de saddam y otra eva aparece un planeta llamamos a la tierra lo que llamamos directos a meternos en guerras y luego hay un montón de tiempo muerto donde sólo actualiza un tal universo y una foto de una explosión pesada y si sigues trabajo el facebook se acaba ,dani orviz
AO,septiembre,2016,finalista,castellano,,Ale Oseguera .
D,septiembre,2016,finalista,castellano,,Domenikus
