"","id","submitted","updated","title","abstract","authors","affiliations","link_abstract","link_pdf","link_doi","comment","journal_ref","doi","primary_category","categories"
"892","1203.3295v2","2012-03-15 09:39:35","2012-03-16 09:50:13","Lithium abundances in CEMP stars","  Carbon-enhanced metal-poor (CEMP) stars are believed to show the chemical
imprints of more massive stars (M > 0.8 Msun) that are now extinct. In
particular, it is expected that the observed abundance of Li should deviate in
these stars from the standard Spite lithium plateau. We study here a sample of
11 metal-poor stars and a double-lined spectroscopic binary with -1.8 <[Fe/H]<
-3.3 observed with VLT/UVES spectrograph. Among these 12 metal-poor stars,
there are 8 CEMP stars for which we measure or constrain the Li abundance. In
contrast to previous arguments, we demonstrate that an appropriate regime of
dilution permits the existence of ""Li-Spite plateau and C-rich"" stars, whereas
some of the ""Li-depleted and C-rich"" stars call for an unidentified additional
depletion mechanism that cannot be explained by dilution alone. We find
evidence that rotation is related to the Li depletion in some CEMP stars.
Additionally, we report on a newly recognized double-lined spectroscopic binary
star in our sample. For this star, we develop a new technique from which
estimates of stellar parameters and luminosity ratios can be derived based on a
high-resolution spectrum alone, without the need for input from evolutionary
models.
","T. Masseron|J. A. Johnson|S. Lucatello|A. Karakas|B. Plez|T. C. Beers|N. Christlieb","","http://arxiv.org/abs/1203.3295v2","http://arxiv.org/pdf/1203.3295v2","http://dx.doi.org/10.1088/0004-637X/751/1/14","62 pages, 16 figures, accepted for publication in ApJ","","10.1088/0004-637X/751/1/14","astro-ph.SR","astro-ph.SR"
"893","1203.3437v2","2012-03-15 18:40:02","2014-04-24 00:27:00","A two-dimensional pseudospectral Hartree-Fock method for low-Z atoms in
  intense magnetic fields","  The energy levels of the first few low-lying states of helium and lithium
atoms in intense magnetic fields up to $\approx 10^8-10^9$~T are calculated in
this study. A pseudospectral method is employed for the computational
procedure. The methodology involves computing the eigenvalues and eigenvectors
of the generalized two-dimensional Hartree-Fock partial differential equations
for these two- and three-electron systems in a self-consistent manner. The
method exploits the natural symmetries of the problem without assumptions of
any basis functions for expressing the wave functions of the electrons or the
commonly employed adiabatic approximation. It is seen that the results obtained
here for a few of the most tightly bound states of each of the atoms, helium
and lithium, are in good agreement with findings elsewhere. In this regard, we
report new data for two new states of lithium that have not been studied thus
far in the literature. It is also seen that the pseudospectral method employed
here is considerably more economical, from a computational point of view, than
previously employed methods such as a finite-element based approach. The key
enabling advantage of the method described here is the short computational
times which are on the order of seconds for obtaining accurate results for
heliumlike systems.
","Anand Thirumalai|Jeremy S. Heyl","","http://arxiv.org/abs/1203.3437v2","http://arxiv.org/pdf/1203.3437v2","http://dx.doi.org/10.1103/PhysRevA.89.052522","24 pages, 8 figures, 7 tables","Phys. Rev. A 89, 052522 (2014)","10.1103/PhysRevA.89.052522","quant-ph","quant-ph|astro-ph.HE"
"894","1203.3551v1","2012-03-15 20:02:49","2012-03-15 20:02:49","The Primordial Lithium Problem","  Big-bang nucleosynthesis (BBN) theory, together with the precise WMAP cosmic
baryon density, makes tight predictions for the abundances of the lightest
elements. Deuterium and 4He measurements agree well with expectations, but 7Li
observations lie a factor 3-4 below the BBN+WMAP prediction. This 4-5\sigma\
mismatch constitutes the cosmic ""lithium problem,"" with disparate solutions
possible. (1) Astrophysical systematics in the observations could exist but are
increasingly constrained. (2) Nuclear physics experiments provide a wealth of
well-measured cross-section data, but 7Be destruction could be enhanced by
unknown or poorly-measured resonances, such as 7Be + 3He -> 10C^* -> p + 9B.
(3) Physics beyond the Standard Model can alter the 7Li abundance, though D and
4He must remain unperturbed; we discuss such scenarios, highlighting decaying
Supersymmetric particles and time-varying fundamental constants. Present and
planned experiments could reveal which (if any) of these is the solution to the
problem.
","Brian D. Fields","","http://arxiv.org/abs/1203.3551v1","http://arxiv.org/pdf/1203.3551v1","http://dx.doi.org/10.1146/annurev-nucl-102010-130445","29 pages, 7 figures. Per Annual Reviews policy, this is the original
  submitted draft. Posted with permission from the Annual Review of Nuclear and
  Particle Science, Volume 61. Annual Reviews, http://www.annualreviews.org .
  Final published version at
  http://www.annualreviews.org/doi/abs/10.1146/annurev-nucl-102010-130445","Annual Review of Nuclear and Particle Science, 61, 47-68 (2011)","10.1146/annurev-nucl-102010-130445","astro-ph.CO","astro-ph.CO|hep-ph|nucl-th"
"895","1203.3863v2","2012-03-17 14:11:27","2013-04-08 06:37:22","Magnetic Phase Transition and Relaxation Effects in LiFePO4","  We report the observation of para - antiferromagnetic transition at ~ 50 K in
lithium iron phosphate, LiFePO4 through DC magnetization and M\""ossbauer
spectroscopy. The Ferrous ion Fe2+ (3d6, 5D) in LiFePO4 exhibits relaxation
effects with a relaxation frequency ~1.076 \times 10(rise to 7) s-1 at 300 K.
The temperature dependence of the frequency suggests the origin of the
relaxation is spin-lattice type. The quadrupole splitting at low temperatures
indicates the excited orbital states mix strongly to the orbital doublet ground
state via spin-orbit coupling. Modified molecular field model analysis yields a
saturation value for hyperfine field ~125 kOe. The anomaly in magnetization and
M\""ossbauer parameters below 27 K may be ascribed to contribution of orbital
angular momentum. The high value of the asymmetry parameter ({\eta} ~ 0.8) of
the electric field gradient obtained in the antiferromagnetic regime indicates
a strongly distorted octahedral oxygen neighbourhood for the ferrous sites.
","Y. Sundarayya|C. Bansal|C. S. Sunandana|Ajay Kumar Mishra|Richard A. Brand|Horst Hahn","","http://arxiv.org/abs/1203.3863v2","http://arxiv.org/pdf/1203.3863v2","http://dx.doi.org/10.1002/pssb.201248452","25 pages, 5 figures and 3 tables and Submitted to Physical Review B","","10.1002/pssb.201248452","cond-mat.mtrl-sci","cond-mat.mtrl-sci|cond-mat.other"
"896","1203.4440v2","2012-03-20 14:03:27","2012-04-18 09:13:47","Lithium in M67: From the main sequence to the red giant branch","  Lithium abundances in open clusters are a very effective probe of mixing
processes, and their study can help to understand the large depletion of
lithium in the Sun. Due to its age and metallicity, the open cluster M67 is
especially interesting on this regard. Many studies on lithium abundances in
M67 have already been performed, but a homogeneous global analysis of lithium
in stars from subsolar up to the most massive members, was never accomplished
for a large sample based on high-quality spectra. We tested our non-standard
models, which were calibrated using the Sun with observational data. We
collected literature data to follow, for the first time in a homogeneous way,
NLTE lithium abundances of all observed single stars in M67 more massive than
about 0.9 solar masses. Our grid of evolutionary models were computed with
non-standard mixing at metallicity [Fe/H] = 0.01, using the Toulouse-Geneva
evolution code. The analysis is started from the entrance in the ZAMS. Lithium
in M67 is a tight function of mass for stars more massive than the Sun, apart
of a few outliers. A plateau in lithium abundances is observed for turn-off
stars. Both less massive and more massive stars are more depleted than those in
the plateau. There is a significant scatter in lithium abundances for any given
mass lower than M <= 1.1 solar masses. Our models qualitatively reproduce most
of the features described above, although the predicted depletion of lithium is
0.45 dex smaller than observed for masses in the plateau region, i.e. between
1.1 and 1.28 solar masses. Clearly, more work is needed to throughly match the
observations. Despite hints that chromospheric activity and rotation play a
role in lithium depletion, no firm conclusion can be drawn with the presently
available data.
","Giancarlo Pace|Matthieu Castro|Jorge Melendez|Sylvie Theado|Jose-Dias do Nascimento Jr","","http://arxiv.org/abs/1203.4440v2","http://arxiv.org/pdf/1203.4440v2","http://dx.doi.org/10.1051/0004-6361/201117704","14 pages, 4 figures, accepted by A&A","","10.1051/0004-6361/201117704","astro-ph.SR","astro-ph.SR"
"897","1203.5046v2","2012-03-22 17:22:36","2012-03-30 14:09:20","Enhancement of superconducting transition temperature of FeSe by
  intercalation of a molecular spacer layer","  The recent discovery of high temperature superconductivity in a layered iron
arsenide has led to an intensive search to optimize the superconducting
properties of iron-based superconductors by changing the chemical composition
of the spacer layer that is inserted between adjacent anionic iron arsenide
layers. Until now, superconductivity has only been found in compounds with a
cationic spacer layer consisting of metal ions: Li+, Na+, K+, Ba2+ or a
PbO-type or perovskite-type oxide layer. Electronic doping is usually necessary
to control the fine balance between antiferromagnetism and superconductivity.
Superconductivity has also been reported in FeSe, which contains neutral layers
similar in structure to those found in the iron arsenides but without the
spacer layer. Here we demonstrate the synthesis of Lix(NH2)y(NH3)1-yFe2Se2 (x
~0.6 ; y ~ 0.2), with lithium ions, lithium amide and ammonia acting as the
spacer layer, which exhibits superconductivity at 43(1) K, higher than in any
FeSe-derived compound reported so far and four times higher at ambient pressure
than the transition temperature, Tc, of the parent Fe1.01Se. We have determined
the crystal structure using neutron powder diffraction and used magnetometry
and muon-spin rotation data to determine the superconducting properties. This
new synthetic route opens up the possibility of further exploitation of related
molecular intercalations in this and other systems in order to greatly optimize
the superconducting properties in this family.
","Matthew Burrard-Lucas|David G. Free|Stefan J. Sedlmaier|Jack D. Wright|Simon J. Cassidy|Yoshiaki Hara|Alex J. Corkett|Tom Lancaster|Peter J. Baker|Stephen J. Blundell|Simon J. Clarke","","http://arxiv.org/abs/1203.5046v2","http://arxiv.org/pdf/1203.5046v2","http://dx.doi.org/10.1038/nmat3464","9 pages, 4 figures; updated and with supplementary information","","10.1038/nmat3464","cond-mat.supr-con","cond-mat.supr-con"
"898","1203.6079v1","2012-03-27 20:19:05","2012-03-27 20:19:05","A super-Li rich turnoff star in NGC 6397 - the puzzle persists","  This presentation focuses on a recently discovered super-Li rich turnoff star
in the old, metal poor globular cluster NGC 6397 (Koch et al. 2011, ApJL, 738,
L29). Its unusually high NLTE lithium abundance of A(7Li) = 4.21, the highest
Li enhancement found in a Galactic GC dwarf star to date, has defied any
unambiguous explanation through canonical enrichment channels. Spectra of the
star show no convincing evidence for binarity, and measured line strengths and
chemical element abundance ratios are fully compatible with other turnoff stars
in this GC, seemingly ruling out mass transfer from an AGB companion as origin
of the high A(Li). A possible cause is an interaction with a red giant that has
undergone cool bottom processing.
","Andreas Koch|Karin Lind|Ian B. Thompson|R. Michael Rich","","http://arxiv.org/abs/1203.6079v1","http://arxiv.org/pdf/1203.6079v1","","7 pages, 3 figures, to appear in the proceedings of 'Lithium in the
  Cosmos', Paris, Feb. 27-29, 2012, Memorie della Societa' Astronomica Italiana
  Supplementi","","","astro-ph.GA","astro-ph.GA|astro-ph.SR"
"899","1203.6220v1","2012-03-28 10:32:24","2012-03-28 10:32:24","Geometric and disorder -- type magnetic frustration in ferrimagnetic
  ""114"" Ferrites: Role of diamagnetic Li+ and Zn2+ cation substitution","  The comparative study of the substitution of zinc and lithium for iron in the
""114"" ferrites, YBaFe4O7 and CaBaFe4O7, shows that these diamagnetic cations
play a major role in tuning the competition between ferrimagnetism and magnetic
frustration in these oxides. The substitution of Li or Zn for Fe in the cubic
phase YBaFe4O7 leads to a structural transition to a hexagonal phase
YBaFe4-xMxO7, for M = Li (0.30 < x < 0.75) and for M = Zn (0.40 < x < 1.50). It
is seen that for low doping values i.e. x = 0.30 (for Li) and x = 0.40 (for
Zn), these diamagnetic cations induce a strong ferrimagnetic component in the
samples, in contrast to the spin glass behaviour of the cubic phase. In all the
hexagonal phases, YBaFe4-xMxO7 and CaBaFe4-xMxO7 with M = Li and Zn, it is seen
that in the low doping regime (x ~ 0.3 to 0.5), the competition between
ferrimagnetism and 2 D magnetic frustration is dominated by the average valency
of iron. In contrast, in the high doping regime (x ~ 1.5), the emergence of a
spin glass is controlled by the high degree of cationic disorder, irrespective
of the iron valency.
","Tapati Sarkar|V. Caignaert|V. Pralong|B. Raveau","","http://arxiv.org/abs/1203.6220v1","http://arxiv.org/pdf/1203.6220v1","http://dx.doi.org/10.1007/s10948-012-1474-8","2 tables, 7 figures","Journal of superconductivity and Novel Magnetism, Vol. 25, Pg. 627
  - 632 (2012)","10.1007/s10948-012-1474-8","cond-mat.mtrl-sci","cond-mat.mtrl-sci|cond-mat.str-el"
"900","1204.0567v1","2012-04-03 00:42:20","2012-04-03 00:42:20","Simulating chemistry efficiently on fault-tolerant quantum computers","  Quantum computers can in principle simulate quantum physics exponentially
faster than their classical counterparts, but some technical hurdles remain.
Here we consider methods to make proposed chemical simulation algorithms
computationally fast on fault-tolerant quantum computers in the circuit model.
Fault tolerance constrains the choice of available gates, so that arbitrary
gates required for a simulation algorithm must be constructed from sequences of
fundamental operations. We examine techniques for constructing arbitrary gates
which perform substantially faster than circuits based on the conventional
Solovay-Kitaev algorithm [C.M. Dawson and M.A. Nielsen, \emph{Quantum Inf.
Comput.}, \textbf{6}:81, 2006]. For a given approximation error $\epsilon$,
arbitrary single-qubit gates can be produced fault-tolerantly and using a
limited set of gates in time which is $O(\log \epsilon)$ or $O(\log \log
\epsilon)$; with sufficient parallel preparation of ancillas, constant average
depth is possible using a method we call programmable ancilla rotations.
Moreover, we construct and analyze efficient implementations of first- and
second-quantized simulation algorithms using the fault-tolerant arbitrary gates
and other techniques, such as implementing various subroutines in constant
time. A specific example we analyze is the ground-state energy calculation for
Lithium hydride.
","N. Cody Jones|James D. Whitfield|Peter L. McMahon|Man-Hong Yung|Rodney Van Meter|Alán Aspuru-Guzik|Yoshihisa Yamamoto","","http://arxiv.org/abs/1204.0567v1","http://arxiv.org/pdf/1204.0567v1","http://dx.doi.org/10.1088/1367-2630/14/11/115023","33 pages, 18 figures","New Journal of Physics 14, 115023 (2012)","10.1088/1367-2630/14/11/115023","quant-ph","quant-ph"
"901","1204.0686v2","2012-04-03 13:36:09","2012-06-14 11:52:44","Two-pulse stimulated echo in magnets","  The results of experimental study of two-pulse stimulated echo in
ferromagnets of two types are presented. Ferromagnet Co and half-metal Co MnSi
2, in which a single-pulse echo formed by the distortion mechanism of the
fronts of exciting pulse is also observed, are classified among the first type.
Lithium ferrite and intermetal compound MnSb characterized by the absence of
single-pulse echo in them - belong to the second type. For signals of two-pulse
stimulated echo in the materials of the first type a short time and a long time
of relaxations are observed. The short time is about the order of value shorter
less than the spin-spin relaxation time. The long time is close to the
transverse relaxation time of single-pulse echo formed by the distortion
mechanism. The mechanisms that provide the possible interpretations of the
peculiarities of the processes of nuclear magnetic relaxation are discussed.
","M. D. Zviadadze|G. I. Mamniashvili|T. O. Gegechkori|A. M. Akhalkatsi|T. A. Gavasheli","","http://arxiv.org/abs/1204.0686v2","http://arxiv.org/pdf/1204.0686v2","http://dx.doi.org/10.1134/S0031918X12090165","10 pages, 7 figures","","10.1134/S0031918X12090165","cond-mat.mtrl-sci","cond-mat.mtrl-sci|quant-ph"
"902","1204.1138v1","2012-04-05 07:50:29","2012-04-05 07:50:29","Simulation of NMR Fermi contact shifts for Lithium battery materials:
  the need of an efficient hybrid functional approach","  In the context of the development of NMR Fermi contact shift calculations for
assisting structural characterization of battery materials, we propose an
accurate, efficient, and robust approach based on the use of an all electron
method. The full-potential linearized augmented plane wave method, as
implemented in the WIEN2k code, is coupled with the use of hybrid functionals
for the evaluation of hyperfine field quantities. The WIEN2k code is able to
fully relax relativistic core states and uses an autoadaptive basis set that is
highly accurate for the determination of the hyperfine field. Furthermore, the
way hybrid functional approaches are implemented offers the possibility to use
them at no additional computational cost. In this paper, NMR Fermi contact
shifts for lithium are studied in different classes of paramagnetic materials
that present an interest in the field of Li-ion batteries: olivine LiMPO4 (M =
Mn, Fe, Co, Ni), anti-NASICON type Li3M2(PO4)3 (M = Fe, V), and
antifluorite-type Li6CoO4. Making use of the possibility to apply partial
hybrid functionals either only on the magnetic atom or also on the anionic
species, we evidence the role played by oxygen atoms on polarisation
mechanisms. Our method is quite general for an application on various types of
materials.
","Yuesheng Zhang|Aurore Castets|Dany Carlier|Michel Ménétrier|Florent Boucher","IMN|ICMCB|ICMCB|ICMCB|IMN","http://arxiv.org/abs/1204.1138v1","http://arxiv.org/pdf/1204.1138v1","","39 pages","","","cond-mat.mtrl-sci","cond-mat.mtrl-sci"
"903","1204.1174v2","2012-04-05 10:39:37","2012-04-18 13:45:33","Chirality control by electric field in periodically poled MgO-doped
  lithium niobate","  We study the chirality of periodically poled MgO-doped lithium niobate
(MgO:PPLN) by electro-optic (EO) effect. It shows that optical propagation is
reciprocal in MgO:PPLN when quasi-phase-matching (QPM) condition is satisfied,
which is similar to natural optical active material like quartz. The specific
rotation of MgO:PPLN by EO effect is shown to be proportional to the transverse
electric field, making large polarization rotation in optical active material
with small size possible. We also demonstrate that the chirality of MgO:PPLN
can be controlled by external electric field.
","Lei Shi|Linghao Tian|Xianfeng Chen","","http://arxiv.org/abs/1204.1174v2","http://arxiv.org/pdf/1204.1174v2","","6 pages, and 3 figures","","","physics.optics","physics.optics"
"904","1204.1641v1","2012-04-07 14:16:45","2012-04-07 14:16:45","Chemical abundances of distant extremely metal-poor unevolved stars","  Aims: The purpose of our study is to determine the chemical composition of a
sample of 16 candidate Extremely Metal-Poor (EMP) dwarf stars, extracted from
the Sloan Digital Sky Survey (SDSS). There are two main purposes: in the first
place to verify the reliability of the metallicity estimates derived from the
SDSS spectra; in the second place to see if the abundance trends found for the
brighter nearer stars studied previously also hold for this sample of fainter,
more distant stars. Methods: We used the UVES at the VLT to obtain
high-resolution spectra of the programme stars. The abundances were determined
by an automatic analysis with the MyGIsFOS code, with the exception of lithium,
for which the abundances were determined from the measured equivalent widths of
the Li I resonance doublet. Results: All candidates are confirmed to be EMP
stars, with [Fe/H]<= -3.0. The chemical composition of the sample of stars is
similar to that of brighter and nearer samples. We measured the lithium
abundance for 12 stars and provide stringent upper limits for three other
stars, for a fourth star the upper limit is not significant, owing to the low
signal-to noise ratio of the spectrum. The ""meltdown"" of the Spite plateau is
confirmed, but some of the lowest metallicity stars of the sample lie on the
plateau. Conclusions: The concordance of the metallicities derived from
high-resolution spectra and those estimated from the SDSS spectra suggests that
the latter may be used to study the metallicity distribution of the halo. The
abundance pattern suggests that the halo was well mixed for all probed
metallicities and distances. The fact that at the lowest metallicities we find
stars on the Spite plateau suggests that the meltdown depends on at least
another parameter, besides metallicity. (abridged)
","P. Bonifacio|L. Sbordone|E. Caffau|H. -G. Ludwig|M. Spite|J. I. González Hernández|N. T. Behara","GEPI, Observatoire de Paris, CNRS, Univ. Paris Diderot|Zentrum für Astronomie der Universität Heidelberg, Landessternwarte|Zentrum für Astronomie der Universität Heidelberg, Landessternwarte|Zentrum für Astronomie der Universität Heidelberg, Landessternwarte|GEPI, Observatoire de Paris, CNRS, Univ. Paris Diderot|Instituto de Astrofisica de Canarias|Institut d'Astronomie et d'Astrophysique, Université Libre de Bruxelles","http://arxiv.org/abs/1204.1641v1","http://arxiv.org/pdf/1204.1641v1","http://dx.doi.org/10.1051/0004-6361/201219004","A&A in press","","10.1051/0004-6361/201219004","astro-ph.GA","astro-ph.GA|astro-ph.SR"
"905","1204.3056v3","2012-04-13 17:21:09","2012-11-14 02:58:27","A Versatile Source of Single Photons for Quantum Information Processing","  The quantum state of a single photon stands among the most fundamental and
intriguing manifestations of quantum physics. At the same time single photons
and pairs of single photons are important building blocks in the fields of
linear optical based quantum computation and quantum repeater infrastructure.
These fields possess enormous potential and much scientific and technological
progress has been made in developing individual components, like quantum
memories and photon sources using various physical implementations. However,
further progress suffers from the lack of compatibility between these different
components. Ultimately, one aims for a versatile source of single photons and
photon pairs in order to overcome this hurdle of incompatibility. Such a photon
source should allow for tuning of the spectral properties (wide wavelength
range and narrow bandwidth) to address different implementations while
retaining high efficiency. In addition, it should be able to bridge different
wavelength regimes to make implementations compatible. Here we introduce and
experimentally demonstrate such a versatile single photon and photon pair
source based on the physics of whispering gallery resonators. A disk-shaped,
monolithic and intrinsically stable resonator is made of lithium niobate and
supports a cavity-assisted triply-resonant spontaneous parametric
down-conversion process. Measurements show that photon pairs are efficiently
generated in two highly tunable resonator modes. We verify wavelength tuning
over 100 nm between both modes with a controllable bandwidth between 7.2 and 13
MHz. Heralding of single photons yields anti-bunching with $g^{(2)}(0) < 0.2$.
This compact source provides unprecedented possibilities to couple to different
physical quantum systems and renders it ideal for the implementation of quantum
repeaters and optical quantum information processing.
","Michael Förtsch|Josef Fürst|Christoffer Wittmann|Dmitry Strekalov|Andrea Aiello|Maria V. Chekhova|Christine Silberhorn|Gerd Leuchs|Christoph Marquardt","","http://arxiv.org/abs/1204.3056v3","http://arxiv.org/pdf/1204.3056v3","http://dx.doi.org/10.1038/ncomms2838","","Nature Communications 4, 1818 (2013)","10.1038/ncomms2838","quant-ph","quant-ph"
"906","1204.3509v1","2012-04-16 15:07:33","2012-04-16 15:07:33","Crossing the Gould Belt in the Orion vicinity","  We present a study of the large-scale spatial distribution of 6482 RASS X-ray
sources in approximately 5000 deg^2 in the direction of Orion. We examine the
astrophysical properties of a sub-sample of ~100 optical counterparts, using
optical spectroscopy. This sub-sample is used to investigate the space density
of the RASS young star candidates by comparing X-ray number counts with
Galactic model predictions. We characterize the observed sub-sample in terms of
spectral type, lithium content, radial and rotational velocities, as well as
iron abundance. A population synthesis model is then applied to analyze the
stellar content of the RASS in the studied area. We find that stars associated
with the Orion star-forming region do show a high lithium content. A population
of late-type stars with lithium equivalent widths larger than Pleiades stars of
the same spectral type (hence younger than ~70-100 Myr) is found widely spread
over the studied area. Two new young stellar aggregates, namely ""X-ray Clump
0534+22"" (age~2-10 Myr) and ""X-ray Clump 0430-08"" (age~2-20 Myr), are also
identified. The spectroscopic follow-up and comparison with Galactic model
predictions reveal that the X-ray selected stellar population in the direction
of Orion is characterized by three distinct components, namely the clustered,
the young dispersed, and the widespread field populations. The clustered
population is mainly associated with regions of recent or ongoing star
formation and correlates spatially with molecular clouds. The dispersed young
population follows a broad lane apparently coinciding spatially with the Gould
Belt, while the widespread population consists primarily of active field stars
older than 100 Myr. We expect the ""bi-dimensional"" picture emerging from this
study to grow in depth as soon as the distance and the kinematics of the
studied sources will become available from the future Gaia mission.
","K. Biazzo|J. M. Alcalá|E. Covino|M. F. Sterzik|P. Guillout|C. Chavarria-K.|A. Frasca|R. Raddi","INAF - Osservatorio Astronomico di Capodimonte, Napoli, Italy|INAF - Osservatorio Astronomico di Capodimonte, Napoli, Italy|INAF - Osservatorio Astronomico di Capodimonte, Napoli, Italy|ESO - European Southern Observatory, Santiago, Chile|Observatoire Astronomique de Strasbourg, CNRS, Strasbourg, France|Instituto de Astronomia, Universidad Nacional Autonoma de México, Ensenada, México|INAF - Osservatorio Astrofisico di Catania, Catania, Italy|Centre for Astrophysics Research, STRI, University of Hertfordshire, Hatfield, United Kingdom","http://arxiv.org/abs/1204.3509v1","http://arxiv.org/pdf/1204.3509v1","http://dx.doi.org/10.1051/0004-6361/201118379","17 pages, 13 figures, 4 tables. Accepted for publication in Astronomy
  and Astrophysics. Abstract shortened","","10.1051/0004-6361/201118379","astro-ph.SR","astro-ph.SR"
"907","1204.5389v1","2012-04-24 14:37:11","2012-04-24 14:37:11","Possible High-Tc Superconductivity in LiMgN: A MgB2-like Material","  The search for superconductivity in materials iso-structural and iso-valent
with magnesium diboride, MgB2, has not yielded any results close enough to the
39K Tc of MgB2. Lithium magnesium nitride, LiMgN, resembles MgB2 in that they
both have the same averages of electronegativity, valence electron count and
atomic number. Their formula weights are very close too. Using our recently
published chemical symmetry rules for estimating superconductivity and Tcs of
materials, we predict that LiMgN, a semiconductor at room temperature, with the
same material specific characterization dataset (MSCD) as MgB2, should be a
superconductor, in the ordered {\alpha}-phase or the orthorhombic phase, when
cooled to 39K.
","O. P. Isikaku-Ironkwe","","http://arxiv.org/abs/1204.5389v1","http://arxiv.org/pdf/1204.5389v1","","11 pages, 4 Tables","","","cond-mat.supr-con","cond-mat.supr-con"
"908","1204.5600v1","2012-04-25 09:40:13","2012-04-25 09:40:13","Atomic Diffusion and Mixing in Old Stars. III. Analysis of NGC 6397
  Stars under New Constraints","  We have previously reported on chemical abundance trends with evolutionary
state in the globular cluster NGC 6397 discovered in analyses of spectra taken
with FLAMES at the VLT. Here, we reinvestigate the FLAMES-UVES sample of 18
stars, ranging from just above the turnoff point (TOP) to the red giant branch
below the bump. Inspired by new calibrations of the infrared flux method, we
adopt a set of hotter temperature scales. Chemical abundances are determined
for six elements (Li, Mg, Ca, Ti, Cr, and Fe). Signatures of cluster-internal
pollution are identified and corrected for in the analysis of Mg.
  On the modified temperature scales, evolutionary trends in the abundances of
Mg and Fe are found to be significant at the 2{\sigma} and 3{\sigma} levels,
respectively. The detailed evolution of abundances for all six elements agrees
with theoretical isochrones, calculated with effects of atomic diffusion and a
weak to moderately strong efficiency of turbulent mixing. The age of these
models is compatible with the external determination from the white dwarf
cooling sequence. We find that the abundance analysis cannot be reconciled with
the strong turbulent-mixing efficiency inferred elsewhere for halo field stars.
A weak mixing efficiency reproduces observations best, indicating a
diffusion-corrected primordial lithium abundance of log {\epsilon}(Li) = 2.57
+- 0.10. At 1.2{\sigma}, this value agrees well with WMAP-calibrated Big-Bang
nucleosynthesis predictions.
","T. Nordlander|A. J. Korn|O. Richard|K. Lind","","http://arxiv.org/abs/1204.5600v1","http://arxiv.org/pdf/1204.5600v1","http://dx.doi.org/10.1088/0004-637X/753/1/48","14 pages, 5 figures, accepted by ApJ","ApJ, Volume 753 (2012) 48","10.1088/0004-637X/753/1/48","astro-ph.SR","astro-ph.SR|astro-ph.GA"
"909","1204.6173v2","2012-04-27 11:40:54","2017-12-04 21:38:48","Ion-lithium collision dynamics studied with an in-ring MOTReMi","  We present a novel experimental tool allowing for kinematically complete
studies of break-up processes of laser-cooled atoms. This apparatus, the
'MOTReMi', is a combination of a magneto-optical trap (MOT) and a Reaction
Microscope (ReMi). Operated in an ion-storage ring, the new setup enables to
study the dynamics in swift ion-atom collisions on an unprecedented level of
precision and detail. In first experiments on collisions with 1.5 MeV/amu
O$^{8+}$-Li the pure ionization of the valence electron as well as
ionization-excitation of the lithium target has been investigated.
","D. Fischer|D. Globig|J. Goullon|M. Grieser|R. Hubele|V. L. B. de Jesus|A. Kelkar|A. LaForge|H. Lindenblatt|D. Misra|B. Najjari|K. Schneider|M. Schulz|M. Sell|X. Wang","","http://arxiv.org/abs/1204.6173v2","http://arxiv.org/pdf/1204.6173v2","http://dx.doi.org/10.1103/PhysRevLett.109.113202","","","10.1103/PhysRevLett.109.113202","physics.atom-ph","physics.atom-ph"
"910","1204.6383v1","2012-04-28 08:29:33","2012-04-28 08:29:33","Upconversion of optical signals with multi-longitudinal-mode pump lasers","  Multi-longitudinal-mode lasers have been believed to be good candidates as
pump sources for optical frequency conversion. However, we present a
semi-classical model for frequency conversion of optical signals with a
multimode pump laser, which shows that fluctuations of the instantaneous pump
power limit the conversion efficiency. In an experiment, we upconverted a 1550
nm optical signal in a periodically poled lithium niobate waveguide using with
a multi-longitudinal-mode laser, an observed a maximum conversion efficiency of
70%, in good agreement with our theoretical model. Compared to single-mode
pumping, multimode pumping is not a suitable technique for attaining stable
near-unity-efficiency frequency conversion. However, the results obtained here
could find application in characterization of the spectral or temporal
structure of multi-longitudinal-mode lasers.
","J. S. Pelc|G. -L. Shentu|Q. Zhang|M. M. Fejer|J. -W. Pan","","http://arxiv.org/abs/1204.6383v1","http://arxiv.org/pdf/1204.6383v1","http://dx.doi.org/10.1103/PhysRevA.86.033827","6 pages, 4 figures, comments are welcome!","Phys. Rev. A 86, 033827 (2012)","10.1103/PhysRevA.86.033827","physics.optics","physics.optics|quant-ph"
